Time_(s), Base_Joint_Position_(rad), Shoulder_Joint_Position_(rad), Elbow_Joint_Position_(rad), Wrist_Pitch_Joint_Position_(rad), Wrist_Roll_Joint_Position_(rad)
5.800, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.814, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.829, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.843, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.857, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.871, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.886, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.900, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.914, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.929, -0.38051, 0.67512, -0.29071, -0.38441, -3.14158
5.943, -0.38049, 0.67512, -0.29071, -0.38441, -3.14157
5.957, -0.38046, 0.67512, -0.29071, -0.38441, -3.14154
5.971, -0.38041, 0.67512, -0.29071, -0.38441, -3.14149
5.986, -0.38034, 0.67512, -0.29071, -0.38441, -3.14141
6.000, -0.38023, 0.67512, -0.29071, -0.38441, -3.14130
6.014, -0.38008, 0.67512, -0.29071, -0.38441, -3.14116
6.029, -0.37988, 0.67512, -0.29071, -0.38441, -3.14098
6.043, -0.37964, 0.67512, -0.29071, -0.38441, -3.14075
6.057, -0.37934, 0.67512, -0.29071, -0.38441, -3.14046
6.071, -0.37897, 0.67512, -0.29071, -0.38441, -3.14012
6.086, -0.37854, 0.67512, -0.29071, -0.38441, -3.13972
6.100, -0.37804, 0.67512, -0.29071, -0.38441, -3.13925
6.114, -0.37746, 0.67512, -0.29071, -0.38441, -3.13871
6.129, -0.37679, 0.67512, -0.29071, -0.38441, -3.13809
6.143, -0.37604, 0.67512, -0.29071, -0.38441, -3.13739
6.157, -0.37522, 0.67512, -0.29071, -0.38441, -3.13660
6.171, -0.37431, 0.67512, -0.29071, -0.38441, -3.13572
6.186, -0.37331, 0.67512, -0.29071, -0.38441, -3.13473
6.200, -0.37224, 0.67512, -0.29071, -0.38441, -3.13365
6.214, -0.37108, 0.67512, -0.29071, -0.38441, -3.13245
6.229, -0.36985, 0.67512, -0.29071, -0.38441, -3.13114
6.243, -0.36853, 0.67512, -0.29071, -0.38441, -3.12971
6.257, -0.36713, 0.67512, -0.29071, -0.38441, -3.12816
6.271, -0.36565, 0.67512, -0.29071, -0.38441, -3.12648
6.286, -0.36408, 0.67512, -0.29071, -0.38441, -3.12466
6.300, -0.36244, 0.67512, -0.29071, -0.38441, -3.12270
6.314, -0.36071, 0.67512, -0.29071, -0.38441, -3.12060
6.329, -0.35891, 0.67512, -0.29071, -0.38441, -3.11834
6.343, -0.35702, 0.67512, -0.29071, -0.38441, -3.11593
6.357, -0.35504, 0.67512, -0.29071, -0.38441, -3.11336
6.371, -0.35299, 0.67512, -0.29071, -0.38441, -3.11063
6.386, -0.35086, 0.67512, -0.29071, -0.38441, -3.10772
6.400, -0.34864, 0.67512, -0.29071, -0.38441, -3.10463
6.414, -0.34634, 0.67512, -0.29071, -0.38441, -3.10136
6.429, -0.34396, 0.67512, -0.29071, -0.38441, -3.09791
6.443, -0.34150, 0.67512, -0.29071, -0.38441, -3.09426
6.457, -0.33896, 0.67512, -0.29071, -0.38441, -3.09042
6.471, -0.33633, 0.67512, -0.29071, -0.38441, -3.08637
6.486, -0.33363, 0.67512, -0.29071, -0.38441, -3.08212
6.500, -0.33084, 0.67512, -0.29071, -0.38441, -3.07767
6.514, -0.32797, 0.67512, -0.29071, -0.38441, -3.07302
6.529, -0.32502, 0.67512, -0.29071, -0.38441, -3.06816
6.543, -0.32199, 0.67512, -0.29071, -0.38441, -3.06310
6.557, -0.31887, 0.67512, -0.29071, -0.38441, -3.05784
6.571, -0.31568, 0.67512, -0.29071, -0.38441, -3.05238
6.586, -0.31240, 0.67512, -0.29071, -0.38441, -3.04672
6.600, -0.30904, 0.67512, -0.29071, -0.38441, -3.04085
6.614, -0.30560, 0.67512, -0.29071, -0.38441, -3.03478
6.629, -0.30208, 0.67512, -0.29071, -0.38441, -3.02851
6.643, -0.29847, 0.67512, -0.29071, -0.38441, -3.02204
6.657, -0.29479, 0.67512, -0.29071, -0.38441, -3.01538
6.671, -0.29102, 0.67512, -0.29071, -0.38441, -3.00854
6.686, -0.28718, 0.67512, -0.29071, -0.38441, -3.00152
6.700, -0.28327, 0.67512, -0.29071, -0.38441, -2.99432
6.714, -0.27930, 0.67512, -0.29071, -0.38441, -2.98695
6.729, -0.27527, 0.67512, -0.29071, -0.38441, -2.97942
6.743, -0.27118, 0.67512, -0.29071, -0.38441, -2.97172
6.757, -0.26706, 0.67512, -0.29071, -0.38441, -2.96388
6.771, -0.26289, 0.67512, -0.29071, -0.38441, -2.95588
6.786, -0.25869, 0.67512, -0.29071, -0.38441, -2.94774
6.800, -0.25445, 0.67512, -0.29071, -0.38441, -2.93946
6.814, -0.25020, 0.67512, -0.29071, -0.38441, -2.93105
6.829, -0.24593, 0.67512, -0.29071, -0.38441, -2.92251
6.843, -0.24165, 0.67512, -0.29071, -0.38441, -2.91384
6.857, -0.23737, 0.67512, -0.29071, -0.38441, -2.90506
6.871, -0.23308, 0.67512, -0.29071, -0.38441, -2.89617
6.886, -0.22880, 0.67512, -0.29071, -0.38441, -2.88717
6.900, -0.22451, 0.67512, -0.29071, -0.38441, -2.87806
6.914, -0.22022, 0.67512, -0.29071, -0.38441, -2.86886
6.929, -0.21594, 0.67512, -0.29071, -0.38441, -2.85957
6.943, -0.21165, 0.67512, -0.29071, -0.38441, -2.85019
6.957, -0.20737, 0.67512, -0.29071, -0.38441, -2.84073
6.971, -0.20308, 0.67512, -0.29071, -0.38441, -2.83119
6.986, -0.19880, 0.67512, -0.29071, -0.38441, -2.82158
7.000, -0.19451, 0.67512, -0.29071, -0.38441, -2.81191
7.014, -0.19022, 0.67512, -0.29071, -0.38441, -2.80217
7.029, -0.18594, 0.67512, -0.29071, -0.38441, -2.79238
7.043, -0.18165, 0.67512, -0.29071, -0.38441, -2.78254
7.057, -0.17737, 0.67512, -0.29071, -0.38441, -2.77265
7.071, -0.17308, 0.67512, -0.29071, -0.38441, -2.76273
7.086, -0.16880, 0.67512, -0.29071, -0.38441, -2.75277
7.100, -0.16451, 0.67512, -0.29071, -0.38441, -2.74278
7.114, -0.16022, 0.67512, -0.29071, -0.38441, -2.73277
7.129, -0.15594, 0.67512, -0.29071, -0.38441, -2.72274
7.143, -0.15165, 0.67512, -0.29071, -0.38441, -2.71269
7.157, -0.14737, 0.67512, -0.29071, -0.38441, -2.70264
7.171, -0.14308, 0.67512, -0.29071, -0.38441, -2.69258
7.186, -0.13880, 0.67512, -0.29071, -0.38441, -2.68252
7.200, -0.13451, 0.67512, -0.29071, -0.38441, -2.67246
7.214, -0.13022, 0.67512, -0.29071, -0.38441, -2.66241
7.229, -0.12594, 0.67512, -0.29071, -0.38441, -2.65235
7.243, -0.12165, 0.67512, -0.29071, -0.38441, -2.64229
7.257, -0.11737, 0.67512, -0.29071, -0.38441, -2.63223
7.271, -0.11308, 0.67512, -0.29071, -0.38441, -2.62218
7.286, -0.10880, 0.67512, -0.29071, -0.38441, -2.61212
7.300, -0.10451, 0.67512, -0.29071, -0.38441, -2.60206
7.314, -0.10022, 0.67512, -0.29071, -0.38441, -2.59200
7.329, -0.09594, 0.67512, -0.29071, -0.38441, -2.58195
7.343, -0.09165, 0.67512, -0.29071, -0.38441, -2.57189
7.357, -0.08737, 0.67512, -0.29071, -0.38441, -2.56183
7.371, -0.08308, 0.67512, -0.29071, -0.38441, -2.55177
7.386, -0.07880, 0.67512, -0.29071, -0.38441, -2.54172
7.400, -0.07451, 0.67512, -0.29071, -0.38441, -2.53166
7.414, -0.07022, 0.67512, -0.29071, -0.38441, -2.52160
7.429, -0.06594, 0.67512, -0.29071, -0.38441, -2.51154
7.443, -0.06165, 0.67512, -0.29071, -0.38441, -2.50149
7.457, -0.05737, 0.67512, -0.29071, -0.38441, -2.49143
7.471, -0.05308, 0.67512, -0.29071, -0.38441, -2.48137
7.486, -0.04880, 0.67512, -0.29071, -0.38441, -2.47131
7.500, -0.04451, 0.67512, -0.29071, -0.38441, -2.46126
7.514, -0.04022, 0.67512, -0.29071, -0.38441, -2.45120
7.529, -0.03594, 0.67512, -0.29071, -0.38441, -2.44114
7.543, -0.03165, 0.67512, -0.29071, -0.38441, -2.43108
7.557, -0.02737, 0.67512, -0.29071, -0.38441, -2.42103
7.571, -0.02308, 0.67512, -0.29071, -0.38441, -2.41097
7.586, -0.01880, 0.67512, -0.29071, -0.38441, -2.40091
7.600, -0.01451, 0.67512, -0.29071, -0.38441, -2.39085
7.614, -0.01022, 0.67512, -0.29071, -0.38441, -2.38080
7.629, -0.00594, 0.67512, -0.29071, -0.38441, -2.37074
7.643, -0.00165, 0.67512, -0.29071, -0.38441, -2.36068
7.657, 0.00263, 0.67512, -0.29071, -0.38441, -2.35062
7.671, 0.00692, 0.67512, -0.29071, -0.38441, -2.34057
7.686, 0.01120, 0.67512, -0.29071, -0.38441, -2.33051
7.700, 0.01549, 0.67512, -0.29071, -0.38441, -2.32045
7.714, 0.01978, 0.67512, -0.29071, -0.38441, -2.31039
7.729, 0.02406, 0.67512, -0.29071, -0.38441, -2.30034
7.743, 0.02835, 0.67512, -0.29071, -0.38441, -2.29028
7.757, 0.03263, 0.67512, -0.29071, -0.38441, -2.28022
7.771, 0.03692, 0.67512, -0.29071, -0.38441, -2.27016
7.786, 0.04120, 0.67512, -0.29071, -0.38441, -2.26011
7.800, 0.04549, 0.67512, -0.29071, -0.38441, -2.25005
7.814, 0.04978, 0.67512, -0.29071, -0.38441, -2.23999
7.829, 0.05406, 0.67512, -0.29071, -0.38441, -2.22993
7.843, 0.05835, 0.67512, -0.29071, -0.38441, -2.21988
7.857, 0.06263, 0.67512, -0.29071, -0.38441, -2.20982
7.871, 0.06692, 0.67512, -0.29071, -0.38441, -2.19976
7.886, 0.07120, 0.67512, -0.29071, -0.38441, -2.18970
7.900, 0.07549, 0.67512, -0.29071, -0.38441, -2.17965
7.914, 0.07978, 0.67512, -0.29071, -0.38441, -2.16959
7.929, 0.08406, 0.67512, -0.29071, -0.38441, -2.15953
7.943, 0.08835, 0.67512, -0.29071, -0.38441, -2.14947
7.957, 0.09263, 0.67512, -0.29071, -0.38441, -2.13942
7.971, 0.09692, 0.67512, -0.29071, -0.38441, -2.12936
7.986, 0.10120, 0.67512, -0.29071, -0.38441, -2.11930
8.000, 0.10549, 0.67512, -0.29071, -0.38441, -2.10924
8.014, 0.10978, 0.67512, -0.29071, -0.38441, -2.09919
8.029, 0.11406, 0.67512, -0.29071, -0.38441, -2.08913
8.043, 0.11835, 0.67512, -0.29071, -0.38441, -2.07907
8.057, 0.12263, 0.67512, -0.29071, -0.38441, -2.06901
8.071, 0.12692, 0.67512, -0.29071, -0.38441, -2.05896
8.086, 0.13120, 0.67512, -0.29071, -0.38441, -2.04890
8.100, 0.13549, 0.67512, -0.29071, -0.38441, -2.03884
8.114, 0.13978, 0.67512, -0.29071, -0.38441, -2.02878
8.129, 0.14406, 0.67512, -0.29071, -0.38441, -2.01873
8.143, 0.14835, 0.67512, -0.29071, -0.38441, -2.00867
8.157, 0.15263, 0.67512, -0.29071, -0.38441, -1.99862
8.171, 0.15692, 0.67512, -0.29071, -0.38441, -1.98857
8.186, 0.16120, 0.67512, -0.29071, -0.38441, -1.97854
8.200, 0.16549, 0.67512, -0.29071, -0.38441, -1.96853
8.214, 0.16978, 0.67512, -0.29071, -0.38441, -1.95854
8.229, 0.17406, 0.67512, -0.29071, -0.38441, -1.94859
8.243, 0.17835, 0.67512, -0.29071, -0.38441, -1.93867
8.257, 0.18263, 0.67512, -0.29071, -0.38441, -1.92879
8.271, 0.18692, 0.67512, -0.29071, -0.38441, -1.91895
8.286, 0.19120, 0.67512, -0.29071, -0.38441, -1.90917
8.300, 0.19549, 0.67512, -0.29071, -0.38441, -1.89944
8.314, 0.19978, 0.67512, -0.29071, -0.38441, -1.88977
8.329, 0.20406, 0.67512, -0.29071, -0.38441, -1.88017
8.343, 0.20835, 0.67512, -0.29071, -0.38441, -1.87064
8.357, 0.21263, 0.67512, -0.29071, -0.38441, -1.86119
8.371, 0.21692, 0.67512, -0.29071, -0.38441, -1.85182
8.386, 0.22120, 0.67512, -0.29071, -0.38441, -1.84253
8.400, 0.22549, 0.67512, -0.29071, -0.38441, -1.83334
8.414, 0.22978, 0.67512, -0.29071, -0.38441, -1.82425
8.429, 0.23406, 0.67512, -0.29071, -0.38441, -1.81526
8.443, 0.23835, 0.67512, -0.29071, -0.38441, -1.80638
8.457, 0.24263, 0.67512, -0.29071, -0.38441, -1.79761
8.471, 0.24691, 0.67512, -0.29071, -0.38441, -1.78896
8.486, 0.25118, 0.67512, -0.29071, -0.38441, -1.78043
8.500, 0.25542, 0.67512, -0.29071, -0.38441, -1.77203
8.514, 0.25965, 0.67512, -0.29071, -0.38441, -1.76377
8.529, 0.26384, 0.67512, -0.29071, -0.38441, -1.75564
8.543, 0.26800, 0.67512, -0.29071, -0.38441, -1.74766
8.557, 0.27212, 0.67512, -0.29071, -0.38441, -1.73983
8.571, 0.27619, 0.67512, -0.29071, -0.38441, -1.73215
8.586, 0.28021, 0.67512, -0.29071, -0.38441, -1.72464
8.600, 0.28417, 0.67512, -0.29071, -0.38441, -1.71729
8.614, 0.28806, 0.67512, -0.29071, -0.38441, -1.71011
8.629, 0.29189, 0.67512, -0.29071, -0.38441, -1.70310
8.643, 0.29564, 0.67512, -0.29071, -0.38441, -1.69628
8.657, 0.29930, 0.67512, -0.29071, -0.38441, -1.68964
8.671, 0.30289, 0.67512, -0.29071, -0.38441, -1.68320
8.686, 0.30639, 0.67512, -0.29071, -0.38441, -1.67695
8.700, 0.30982, 0.67512, -0.29071, -0.38441, -1.67090
8.714, 0.31316, 0.67512, -0.29071, -0.38441, -1.66505
8.729, 0.31641, 0.67512, -0.29071, -0.38441, -1.65941
8.743, 0.31959, 0.67512, -0.29071, -0.38441, -1.65397
8.757, 0.32269, 0.67512, -0.29071, -0.38441, -1.64873
8.771, 0.32570, 0.67512, -0.29071, -0.38441, -1.64369
8.786, 0.32863, 0.67512, -0.29071, -0.38441, -1.63886
8.800, 0.33148, 0.67512, -0.29071, -0.38441, -1.63423
8.814, 0.33425, 0.67512, -0.29071, -0.38441, -1.62980
8.829, 0.33694, 0.67512, -0.29071, -0.38441, -1.62557
8.843, 0.33955, 0.67512, -0.29071, -0.38441, -1.62155
8.857, 0.34207, 0.67512, -0.29071, -0.38441, -1.61773
8.871, 0.34451, 0.67512, -0.29071, -0.38441, -1.61410
8.886, 0.34687, 0.67512, -0.29071, -0.38441, -1.61067
8.900, 0.34915, 0.67512, -0.29071, -0.38441, -1.60742
8.914, 0.35135, 0.67512, -0.29071, -0.38441, -1.60435
8.929, 0.35347, 0.67512, -0.29071, -0.38441, -1.60146
8.943, 0.35550, 0.67512, -0.29071, -0.38441, -1.59874
8.957, 0.35745, 0.67512, -0.29071, -0.38441, -1.59619
8.971, 0.35933, 0.67512, -0.29071, -0.38441, -1.59380
8.986, 0.36112, 0.67512, -0.29071, -0.38441, -1.59156
9.000, 0.36282, 0.67512, -0.29071, -0.38441, -1.58947
9.014, 0.36445, 0.67512, -0.29071, -0.38441, -1.58753
9.029, 0.36599, 0.67512, -0.29071, -0.38441, -1.58572
9.043, 0.36746, 0.67512, -0.29071, -0.38441, -1.58406
9.057, 0.36884, 0.67512, -0.29071, -0.38441, -1.58252
9.071, 0.37014, 0.67512, -0.29071, -0.38441, -1.58110
9.086, 0.37136, 0.67512, -0.29071, -0.38441, -1.57980
9.100, 0.37249, 0.67512, -0.29071, -0.38441, -1.57862
9.114, 0.37355, 0.67512, -0.29071, -0.38441, -1.57755
9.129, 0.37452, 0.67512, -0.29071, -0.38441, -1.57657
9.143, 0.37541, 0.67512, -0.29071, -0.38441, -1.57570
9.157, 0.37622, 0.67512, -0.29071, -0.38441, -1.57492
9.171, 0.37695, 0.67512, -0.29071, -0.38441, -1.57423
9.186, 0.37760, 0.67512, -0.29071, -0.38441, -1.57362
9.200, 0.37816, 0.67512, -0.29071, -0.38441, -1.57308
9.214, 0.37865, 0.67512, -0.29071, -0.38441, -1.57262
9.229, 0.37906, 0.67512, -0.29071, -0.38441, -1.57223
9.243, 0.37941, 0.67512, -0.29071, -0.38441, -1.57189
9.257, 0.37970, 0.67512, -0.29071, -0.38441, -1.57162
9.271, 0.37993, 0.67512, -0.29071, -0.38441, -1.57139
9.286, 0.38011, 0.67512, -0.29071, -0.38441, -1.57121
9.300, 0.38025, 0.67512, -0.29071, -0.38441, -1.57107
9.314, 0.38036, 0.67512, -0.29071, -0.38441, -1.57097
9.329, 0.38043, 0.67512, -0.29071, -0.38441, -1.57090
9.343, 0.38047, 0.67512, -0.29071, -0.38441, -1.57085
9.357, 0.38050, 0.67512, -0.29071, -0.38441, -1.57082
9.371, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.386, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.400, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.414, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.429, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.443, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.457, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.471, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.486, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.500, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.514, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.529, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.543, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.557, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.571, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.586, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.600, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.614, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.629, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.643, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.657, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.671, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.686, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.700, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.714, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.729, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.743, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.757, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.771, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.786, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.800, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.814, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.829, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
9.843, 0.38051, 0.67512, -0.29071, -0.38442, -1.57080
9.857, 0.38051, 0.67512, -0.29071, -0.38442, -1.57080
9.871, 0.38051, 0.67512, -0.29071, -0.38442, -1.57080
9.886, 0.38051, 0.67512, -0.29071, -0.38442, -1.57080
9.900, 0.38051, 0.67512, -0.29071, -0.38442, -1.57080
9.914, 0.38051, 0.67512, -0.29071, -0.38442, -1.57080
9.929, 0.38051, 0.67512, -0.29071, -0.38442, -1.57080
9.943, 0.38051, 0.67512, -0.29071, -0.38442, -1.57080
9.957, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
9.971, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
9.986, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.000, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.014, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.029, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.043, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.057, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.071, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.086, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.100, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.114, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.129, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.143, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.157, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.171, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.186, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.200, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.214, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.229, 0.38051, 0.67512, -0.29071, -0.38442, -1.57081
10.243, 0.38051, 0.67512, -0.29071, -0.38441, -1.57081
10.257, 0.38051, 0.67512, -0.29071, -0.38441, -1.57081
10.271, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
10.286, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
10.300, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
10.314, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
10.329, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
10.343, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
10.357, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
10.371, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
10.386, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
10.400, 0.38051, 0.67512, -0.29071, -0.38441, -1.57080
10.414, 0.38051, 0.67512, -0.29072, -0.38440, -1.57078
10.429, 0.38051, 0.67511, -0.29074, -0.38438, -1.57075
10.443, 0.38051, 0.67510, -0.29077, -0.38435, -1.57069
10.457, 0.38051, 0.67508, -0.29083, -0.38429, -1.57059
10.471, 0.38051, 0.67506, -0.29092, -0.38421, -1.57045
10.486, 0.38051, 0.67502, -0.29105, -0.38410, -1.57025
10.500, 0.38051, 0.67497, -0.29122, -0.38396, -1.56999
10.514, 0.38051, 0.67491, -0.29143, -0.38378, -1.56966
10.529, 0.38051, 0.67484, -0.29170, -0.38355, -1.56925
10.543, 0.38051, 0.67474, -0.29202, -0.38328, -1.56875
10.557, 0.38051, 0.67464, -0.29241, -0.38295, -1.56815
10.571, 0.38051, 0.67451, -0.29287, -0.38257, -1.56744
10.586, 0.38051, 0.67436, -0.29340, -0.38212, -1.56662
10.600, 0.38051, 0.67418, -0.29402, -0.38161, -1.56567
10.614, 0.38051, 0.67399, -0.29473, -0.38102, -1.56460
10.629, 0.38051, 0.67376, -0.29552, -0.38036, -1.56338
10.643, 0.38051, 0.67351, -0.29642, -0.37962, -1.56200
10.657, 0.38051, 0.67323, -0.29743, -0.37879, -1.56048
10.671, 0.38051, 0.67292, -0.29854, -0.37788, -1.55878
10.686, 0.38051, 0.67258, -0.29977, -0.37687, -1.55690
10.700, 0.38051, 0.67221, -0.30113, -0.37575, -1.55484
10.714, 0.38051, 0.67180, -0.30261, -0.37454, -1.55259
10.729, 0.38051, 0.67135, -0.30423, -0.37321, -1.55014
10.743, 0.38051, 0.67086, -0.30598, -0.37178, -1.54747
10.757, 0.38051, 0.67033, -0.30788, -0.37022, -1.54458
10.771, 0.38051, 0.66977, -0.30993, -0.36854, -1.54147
10.786, 0.38051, 0.66915, -0.31211, -0.36674, -1.53811
10.800, 0.38051, 0.66850, -0.31444, -0.36480, -1.53451
10.814, 0.38051, 0.66779, -0.31691, -0.36272, -1.53066
10.829, 0.38051, 0.66704, -0.31953, -0.36051, -1.52654
10.843, 0.38051, 0.66624, -0.32228, -0.35814, -1.52215
10.857, 0.38051, 0.66539, -0.32518, -0.35563, -1.51747
10.871, 0.38051, 0.66449, -0.32823, -0.35296, -1.51252
10.886, 0.38051, 0.66353, -0.33141, -0.35013, -1.50727
10.900, 0.38051, 0.66251, -0.33474, -0.34714, -1.50174
10.914, 0.38051, 0.66144, -0.33820, -0.34398, -1.49593
10.929, 0.38051, 0.66031, -0.34180, -0.34064, -1.48983
10.943, 0.38051, 0.65911, -0.34552, -0.33713, -1.48345
10.957, 0.38051, 0.65786, -0.34936, -0.33343, -1.47678
10.971, 0.38051, 0.65655, -0.35331, -0.32954, -1.46982
10.986, 0.38051, 0.65518, -0.35737, -0.32547, -1.46258
11.000, 0.38051, 0.65374, -0.36153, -0.32121, -1.45506
11.014, 0.38051, 0.65225, -0.36579, -0.31676, -1.44726
11.029, 0.38051, 0.65070, -0.37014, -0.31212, -1.43920
11.043, 0.38051, 0.64908, -0.37457, -0.30730, -1.43088
11.057, 0.38051, 0.64741, -0.37908, -0.30229, -1.42232
11.071, 0.38051, 0.64568, -0.38367, -0.29709, -1.41351
11.086, 0.38051, 0.64388, -0.38832, -0.29170, -1.40448
11.100, 0.38051, 0.64203, -0.39303, -0.28612, -1.39523
11.114, 0.38051, 0.64012, -0.39780, -0.28036, -1.38576
11.129, 0.38051, 0.63815, -0.40261, -0.27441, -1.37609
11.143, 0.38051, 0.63611, -0.40747, -0.26827, -1.36622
11.157, 0.38051, 0.63402, -0.41237, -0.26196, -1.35617
11.171, 0.38051, 0.63187, -0.41730, -0.25546, -1.34594
11.186, 0.38051, 0.62965, -0.42225, -0.24880, -1.33555
11.200, 0.38051, 0.62739, -0.42722, -0.24198, -1.32499
11.214, 0.38051, 0.62506, -0.43221, -0.23499, -1.31428
11.229, 0.38051, 0.62269, -0.43721, -0.22785, -1.30343
11.243, 0.38051, 0.62026, -0.44221, -0.22055, -1.29244
11.257, 0.38051, 0.61778, -0.44721, -0.21311, -1.28133
11.271, 0.38051, 0.61526, -0.45221, -0.20552, -1.27011
11.286, 0.38051, 0.61268, -0.45721, -0.19780, -1.25877
11.300, 0.38051, 0.61007, -0.46221, -0.18994, -1.24734
11.314, 0.38051, 0.60740, -0.46721, -0.18196, -1.23582
11.329, 0.38051, 0.60470, -0.47221, -0.17385, -1.22421
11.343, 0.38051, 0.60195, -0.47721, -0.16562, -1.21253
11.357, 0.38051, 0.59917, -0.48221, -0.15728, -1.20079
11.371, 0.38051, 0.59635, -0.48721, -0.14883, -1.18900
11.386, 0.38051, 0.59349, -0.49221, -0.14027, -1.17715
11.400, 0.38051, 0.59060, -0.49721, -0.13162, -1.16527
11.414, 0.38051, 0.58768, -0.50221, -0.12286, -1.15336
11.429, 0.38051, 0.58472, -0.50721, -0.11402, -1.14143
11.443, 0.38051, 0.58174, -0.51221, -0.10509, -1.12949
11.457, 0.38051, 0.57873, -0.51721, -0.09608, -1.11754
11.471, 0.38051, 0.57569, -0.52221, -0.08699, -1.10560
11.486, 0.38051, 0.57262, -0.52721, -0.07783, -1.09365
11.500, 0.38051, 0.56954, -0.53221, -0.06860, -1.08171
11.514, 0.38051, 0.56643, -0.53721, -0.05930, -1.06976
11.529, 0.38051, 0.56330, -0.54221, -0.04995, -1.05781
11.543, 0.38051, 0.56016, -0.54721, -0.04055, -1.04587
11.557, 0.38051, 0.55699, -0.55221, -0.03109, -1.03392
11.571, 0.38051, 0.55382, -0.55721, -0.02159, -1.02198
11.586, 0.38051, 0.55063, -0.56221, -0.01205, -1.01003
11.600, 0.38051, 0.54742, -0.56721, -0.00248, -0.99809
11.614, 0.38051, 0.54421, -0.57221, 0.00713, -0.98614
