Time_(s), Base_Joint_Position_(rad), Shoulder_Joint_Position_(rad), Elbow_Joint_Position_(rad), Wrist_Pitch_Joint_Position_(rad), Wrist_Roll_Joint_Position_(rad)
2.083, -0.14031, 1.51708, -1.10002, -1.11918, -1.26876
2.100, -0.14256, 1.51125, -1.09438, -1.11222, -1.28242
2.117, -0.14481, 1.50542, -1.08874, -1.10526, -1.29609
2.133, -0.14707, 1.49958, -1.08309, -1.09830, -1.30975
2.150, -0.14932, 1.49375, -1.07745, -1.09134, -1.32341
2.167, -0.15157, 1.48792, -1.07181, -1.08439, -1.33707
2.183, -0.15382, 1.48208, -1.06616, -1.07743, -1.35074
2.200, -0.15607, 1.47625, -1.06052, -1.07047, -1.36440
2.217, -0.15832, 1.47042, -1.05488, -1.06351, -1.37806
2.233, -0.16057, 1.46458, -1.04924, -1.05655, -1.39173
2.250, -0.16282, 1.45875, -1.04359, -1.04959, -1.40539
2.267, -0.16507, 1.45292, -1.03795, -1.04263, -1.41905
2.283, -0.16732, 1.44708, -1.03231, -1.03568, -1.43271
2.300, -0.16957, 1.44125, -1.02666, -1.02872, -1.44638
2.317, -0.17182, 1.43542, -1.02102, -1.02176, -1.46004
2.333, -0.17407, 1.42958, -1.01538, -1.01480, -1.47370
2.350, -0.17632, 1.42375, -1.00973, -1.00784, -1.48736
2.367, -0.17857, 1.41792, -1.00409, -1.00088, -1.50103
2.383, -0.18082, 1.41208, -0.99845, -0.99392, -1.51469
2.400, -0.18307, 1.40625, -0.99280, -0.98697, -1.52835
2.417, -0.18532, 1.40042, -0.98716, -0.98001, -1.54201
2.433, -0.18757, 1.39458, -0.98152, -0.97305, -1.55568
2.450, -0.18982, 1.38875, -0.97587, -0.96609, -1.56934
2.467, -0.19208, 1.38292, -0.97023, -0.95913, -1.58300
2.483, -0.19433, 1.37708, -0.96459, -0.95217, -1.59666
2.500, -0.19658, 1.37125, -0.95894, -0.94521, -1.61033
2.517, -0.19883, 1.36542, -0.95330, -0.93826, -1.62399
2.533, -0.20108, 1.35958, -0.94766, -0.93130, -1.63765
2.550, -0.20333, 1.35375, -0.94201, -0.92434, -1.65131
2.567, -0.20558, 1.34792, -0.93637, -0.91738, -1.66498
2.583, -0.20783, 1.34208, -0.93073, -0.91042, -1.67864
2.600, -0.21008, 1.33625, -0.92508, -0.90346, -1.69230
2.617, -0.21233, 1.33042, -0.91944, -0.89650, -1.70596
2.633, -0.21458, 1.32458, -0.91380, -0.88955, -1.71963
2.650, -0.21683, 1.31875, -0.90815, -0.88259, -1.73329
2.667, -0.21908, 1.31292, -0.90251, -0.87563, -1.74695
2.683, -0.22133, 1.30708, -0.89687, -0.86867, -1.76062
2.700, -0.22358, 1.30125, -0.89122, -0.86171, -1.77428
2.717, -0.22583, 1.29542, -0.88558, -0.85475, -1.78794
2.733, -0.22808, 1.28958, -0.87994, -0.84779, -1.80160
2.750, -0.23033, 1.28375, -0.87429, -0.84084, -1.81527
2.767, -0.23258, 1.27792, -0.86865, -0.83388, -1.82893
2.783, -0.23484, 1.27208, -0.86301, -0.82692, -1.84259
2.800, -0.23709, 1.26625, -0.85736, -0.81996, -1.85625
2.817, -0.23934, 1.26042, -0.85172, -0.81300, -1.86992
2.833, -0.24159, 1.25458, -0.84608, -0.80605, -1.88358
2.850, -0.24383, 1.24875, -0.84044, -0.79911, -1.89724
2.867, -0.24608, 1.24292, -0.83479, -0.79217, -1.91090
2.883, -0.24832, 1.23708, -0.82915, -0.78524, -1.92457
2.900, -0.25056, 1.23125, -0.82351, -0.77832, -1.93823
2.917, -0.25280, 1.22542, -0.81786, -0.77142, -1.95189
2.933, -0.25503, 1.21958, -0.81222, -0.76453, -1.96555
2.950, -0.25725, 1.21375, -0.80658, -0.75765, -1.97922
2.967, -0.25947, 1.20792, -0.80093, -0.75080, -1.99288
2.983, -0.26167, 1.20208, -0.79529, -0.74396, -2.00654
3.000, -0.26387, 1.19625, -0.78965, -0.73715, -2.02020
3.017, -0.26606, 1.19042, -0.78400, -0.73035, -2.03387
3.033, -0.26824, 1.18458, -0.77836, -0.72359, -2.04753
3.050, -0.27041, 1.17875, -0.77272, -0.71685, -2.06119
3.067, -0.27256, 1.17292, -0.76707, -0.71013, -2.07485
3.083, -0.27470, 1.16708, -0.76143, -0.70345, -2.08852
3.100, -0.27683, 1.16125, -0.75579, -0.69680, -2.10218
3.117, -0.27894, 1.15542, -0.75014, -0.69018, -2.11584
3.133, -0.28104, 1.14958, -0.74450, -0.68360, -2.12951
3.150, -0.28312, 1.14375, -0.73886, -0.67706, -2.14317
3.167, -0.28518, 1.13792, -0.73321, -0.67055, -2.15683
3.183, -0.28723, 1.13208, -0.72757, -0.66409, -2.17049
3.200, -0.28925, 1.12625, -0.72193, -0.65766, -2.18416
3.217, -0.29126, 1.12042, -0.71628, -0.65128, -2.19782
3.233, -0.29324, 1.11458, -0.71064, -0.64495, -2.21148
3.250, -0.29521, 1.10875, -0.70500, -0.63866, -2.22514
3.267, -0.29715, 1.10292, -0.69935, -0.63242, -2.23881
3.283, -0.29906, 1.09708, -0.69371, -0.62623, -2.25247
3.300, -0.30096, 1.09125, -0.68807, -0.62010, -2.26613
3.317, -0.30283, 1.08542, -0.68242, -0.61402, -2.27979
3.333, -0.30468, 1.07958, -0.67678, -0.60799, -2.29346
3.350, -0.30651, 1.07375, -0.67114, -0.60203, -2.30712
3.367, -0.30832, 1.06792, -0.66549, -0.59612, -2.32078
3.383, -0.31010, 1.06208, -0.65985, -0.59027, -2.33444
3.400, -0.31186, 1.05625, -0.65421, -0.58449, -2.34811
3.417, -0.31360, 1.05042, -0.64856, -0.57877, -2.36177
3.433, -0.31532, 1.04458, -0.64292, -0.57311, -2.37543
3.450, -0.31701, 1.03875, -0.63728, -0.56753, -2.38909
3.467, -0.31868, 1.03292, -0.63164, -0.56201, -2.40276
3.483, -0.32033, 1.02708, -0.62599, -0.55657, -2.41642
3.500, -0.32195, 1.02125, -0.62035, -0.55120, -2.43008
3.517, -0.32356, 1.01542, -0.61471, -0.54590, -2.44374
3.533, -0.32514, 1.00958, -0.60906, -0.54068, -2.45741
3.550, -0.32670, 1.00375, -0.60342, -0.53554, -2.47107
3.567, -0.32823, 0.99792, -0.59778, -0.53048, -2.48473
3.583, -0.32974, 0.99208, -0.59213, -0.52550, -2.49840
3.600, -0.33124, 0.98625, -0.58649, -0.52061, -2.51206
3.617, -0.33270, 0.98042, -0.58085, -0.51579, -2.52572
3.633, -0.33415, 0.97458, -0.57520, -0.51107, -2.53938
3.650, -0.33557, 0.96875, -0.56956, -0.50644, -2.55305
3.667, -0.33697, 0.96292, -0.56392, -0.50189, -2.56671
3.683, -0.33835, 0.95708, -0.55827, -0.49744, -2.58037
3.700, -0.33971, 0.95125, -0.55263, -0.49308, -2.59403
3.717, -0.34104, 0.94542, -0.54699, -0.48882, -2.60770
3.733, -0.34235, 0.93958, -0.54134, -0.48465, -2.62136
3.750, -0.34364, 0.93375, -0.53570, -0.48058, -2.63502
3.767, -0.34490, 0.92792, -0.53006, -0.47661, -2.64868
3.783, -0.34615, 0.92208, -0.52441, -0.47273, -2.66235
3.800, -0.34737, 0.91625, -0.51877, -0.46896, -2.67601
3.817, -0.34856, 0.91042, -0.51313, -0.46527, -2.68967
3.833, -0.34974, 0.90458, -0.50748, -0.46169, -2.70333
3.850, -0.35089, 0.89875, -0.50184, -0.45820, -2.71699
3.867, -0.35202, 0.89292, -0.49620, -0.45481, -2.73063
3.883, -0.35313, 0.88708, -0.49055, -0.45151, -2.74423
3.900, -0.35422, 0.88125, -0.48491, -0.44832, -2.75779
3.917, -0.35528, 0.87542, -0.47927, -0.44522, -2.77128
3.933, -0.35632, 0.86958, -0.47362, -0.44221, -2.78471
3.950, -0.35734, 0.86375, -0.46798, -0.43930, -2.79805
3.967, -0.35833, 0.85792, -0.46234, -0.43649, -2.81129
3.983, -0.35931, 0.85208, -0.45669, -0.43378, -2.82443
4.000, -0.36026, 0.84625, -0.45105, -0.43116, -2.83743
4.017, -0.36118, 0.84042, -0.44541, -0.42864, -2.85030
4.033, -0.36209, 0.83458, -0.43976, -0.42621, -2.86302
4.050, -0.36297, 0.82875, -0.43412, -0.42387, -2.87558
4.067, -0.36383, 0.82292, -0.42849, -0.42162, -2.88796
4.083, -0.36467, 0.81709, -0.42287, -0.41945, -2.90015
4.100, -0.36549, 0.81127, -0.41728, -0.41738, -2.91214
4.117, -0.36628, 0.80547, -0.41172, -0.41538, -2.92391
4.133, -0.36705, 0.79969, -0.40620, -0.41347, -2.93545
4.150, -0.36780, 0.79396, -0.40073, -0.41164, -2.94675
4.167, -0.36852, 0.78828, -0.39532, -0.40988, -2.95780
4.183, -0.36922, 0.78265, -0.38997, -0.40821, -2.96858
4.200, -0.36990, 0.77709, -0.38471, -0.40661, -2.97908
4.217, -0.37056, 0.77160, -0.37952, -0.40508, -2.98928
4.233, -0.37120, 0.76620, -0.37443, -0.40362, -2.99918
4.250, -0.37181, 0.76090, -0.36943, -0.40224, -3.00875
4.267, -0.37240, 0.75569, -0.36455, -0.40092, -3.01800
4.283, -0.37297, 0.75060, -0.35978, -0.39967, -3.02689
4.300, -0.37351, 0.74563, -0.35514, -0.39848, -3.03543
4.317, -0.37404, 0.74079, -0.35063, -0.39736, -3.04360
4.333, -0.37454, 0.73610, -0.34626, -0.39630, -3.05139
4.350, -0.37501, 0.73155, -0.34204, -0.39530, -3.05881
4.367, -0.37547, 0.72716, -0.33798, -0.39435, -3.06586
4.383, -0.37590, 0.72294, -0.33409, -0.39346, -3.07253
4.400, -0.37631, 0.71890, -0.33038, -0.39263, -3.07883
4.417, -0.37670, 0.71504, -0.32684, -0.39185, -3.08476
4.433, -0.37706, 0.71138, -0.32349, -0.39112, -3.09031
4.450, -0.37741, 0.70791, -0.32032, -0.39044, -3.09549
4.467, -0.37773, 0.70464, -0.31734, -0.38981, -3.10031
4.483, -0.37802, 0.70156, -0.31453, -0.38922, -3.10479
4.500, -0.37830, 0.69867, -0.31191, -0.38868, -3.10892
4.517, -0.37855, 0.69598, -0.30946, -0.38818, -3.11274
4.533, -0.37879, 0.69349, -0.30720, -0.38772, -3.11624
4.550, -0.37900, 0.69118, -0.30513, -0.38730, -3.11945
4.567, -0.37920, 0.68908, -0.30323, -0.38691, -3.12238
4.583, -0.37938, 0.68716, -0.30151, -0.38657, -3.12503
4.600, -0.37954, 0.68543, -0.29995, -0.38625, -3.12743
4.617, -0.37968, 0.68387, -0.29855, -0.38597, -3.12959
4.633, -0.37981, 0.68248, -0.29730, -0.38572, -3.13151
4.650, -0.37993, 0.68125, -0.29619, -0.38550, -3.13322
4.667, -0.38003, 0.68016, -0.29521, -0.38530, -3.13472
4.683, -0.38012, 0.67921, -0.29436, -0.38513, -3.13604
4.700, -0.38020, 0.67838, -0.29362, -0.38498, -3.13717
4.717, -0.38026, 0.67768, -0.29299, -0.38485, -3.13814
4.733, -0.38032, 0.67708, -0.29245, -0.38475, -3.13895
4.750, -0.38037, 0.67659, -0.29201, -0.38466, -3.13963
4.767, -0.38041, 0.67618, -0.29165, -0.38459, -3.14018
4.783, -0.38044, 0.67586, -0.29136, -0.38453, -3.14061
4.800, -0.38046, 0.67561, -0.29114, -0.38449, -3.14095
4.817, -0.38048, 0.67543, -0.29098, -0.38446, -3.14120
4.833, -0.38049, 0.67529, -0.29086, -0.38444, -3.14137
4.850, -0.38050, 0.67521, -0.29078, -0.38442, -3.14148
4.867, -0.38051, 0.67515, -0.29074, -0.38441, -3.14155
4.883, -0.38051, 0.67513, -0.29072, -0.38441, -3.14158
4.900, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
4.917, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
4.933, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
4.950, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
4.967, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
4.983, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.000, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.017, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.033, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.050, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.067, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.083, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.100, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.117, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.133, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.150, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.167, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.183, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.200, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.217, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.233, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.250, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.267, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.283, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.300, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.317, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.333, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.350, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.367, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.383, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.400, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.417, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.433, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.450, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.467, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.483, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.500, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.517, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.533, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.550, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.567, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.583, -0.38051, 0.67512, -0.29071, -0.38441, -3.14160
5.600, -0.38051, 0.67512, -0.29071, -0.38441, -3.14160
5.617, -0.38051, 0.67512, -0.29071, -0.38441, -3.14160
5.633, -0.38051, 0.67512, -0.29071, -0.38441, -3.14160
5.650, -0.38051, 0.67512, -0.29071, -0.38441, -3.14160
5.667, -0.38051, 0.67512, -0.29071, -0.38441, -3.14160
5.683, -0.38051, 0.67512, -0.29071, -0.38441, -3.14160
5.700, -0.38051, 0.67512, -0.29071, -0.38441, -3.14160
5.717, -0.38051, 0.67512, -0.29071, -0.38441, -3.14160
5.733, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.750, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.767, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.783, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.800, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.817, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.833, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.850, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.867, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.883, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.900, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.917, -0.38051, 0.67512, -0.29071, -0.38441, -3.14159
5.933, -0.38050, 0.67512, -0.29071, -0.38441, -3.14158
5.950, -0.38048, 0.67512, -0.29071, -0.38441, -3.14156
5.967, -0.38043, 0.67512, -0.29071, -0.38441, -3.14151
5.983, -0.38035, 0.67512, -0.29071, -0.38441, -3.14143
6.000, -0.38023, 0.67512, -0.29071, -0.38441, -3.14130
6.017, -0.38005, 0.67512, -0.29071, -0.38441, -3.14113
6.033, -0.37981, 0.67512, -0.29071, -0.38441, -3.14090
6.050, -0.37950, 0.67512, -0.29071, -0.38441, -3.14061
6.067, -0.37910, 0.67512, -0.29071, -0.38441, -3.14024
6.083, -0.37862, 0.67512, -0.29071, -0.38441, -3.13979
6.100, -0.37804, 0.67512, -0.29071, -0.38441, -3.13925
6.117, -0.37735, 0.67512, -0.29071, -0.38441, -3.13861
6.133, -0.37655, 0.67512, -0.29071, -0.38441, -3.13787
6.150, -0.37564, 0.67512, -0.29071, -0.38441, -3.13701
6.167, -0.37462, 0.67512, -0.29071, -0.38441, -3.13602
6.183, -0.37348, 0.67512, -0.29071, -0.38441, -3.13490
6.200, -0.37224, 0.67512, -0.29071, -0.38441, -3.13365
6.217, -0.37088, 0.67512, -0.29071, -0.38441, -3.13224
6.233, -0.36942, 0.67512, -0.29071, -0.38441, -3.13068
6.250, -0.36784, 0.67512, -0.29071, -0.38441, -3.12895
6.267, -0.36615, 0.67512, -0.29071, -0.38441, -3.12705
6.283, -0.36435, 0.67512, -0.29071, -0.38441, -3.12497
6.300, -0.36244, 0.67512, -0.29071, -0.38441, -3.12270
6.317, -0.36042, 0.67512, -0.29071, -0.38441, -3.12023
6.333, -0.35828, 0.67512, -0.29071, -0.38441, -3.11756
6.350, -0.35604, 0.67512, -0.29071, -0.38441, -3.11467
6.367, -0.35368, 0.67512, -0.29071, -0.38441, -3.11156
6.383, -0.35122, 0.67512, -0.29071, -0.38441, -3.10821
6.400, -0.34864, 0.67512, -0.29071, -0.38441, -3.10463
6.417, -0.34595, 0.67512, -0.29071, -0.38441, -3.10080
6.433, -0.34315, 0.67512, -0.29071, -0.38441, -3.09671
6.450, -0.34024, 0.67512, -0.29071, -0.38441, -3.09236
6.467, -0.33722, 0.67512, -0.29071, -0.38441, -3.08774
6.483, -0.33408, 0.67512, -0.29071, -0.38441, -3.08284
6.500, -0.33084, 0.67512, -0.29071, -0.38441, -3.07767
6.517, -0.32748, 0.67512, -0.29071, -0.38441, -3.07222
6.533, -0.32402, 0.67512, -0.29071, -0.38441, -3.06650
6.550, -0.32044, 0.67512, -0.29071, -0.38441, -3.06050
6.567, -0.31675, 0.67512, -0.29071, -0.38441, -3.05422
6.583, -0.31295, 0.67512, -0.29071, -0.38441, -3.04767
6.600, -0.30904, 0.67512, -0.29071, -0.38441, -3.04085
6.617, -0.30502, 0.67512, -0.29071, -0.38441, -3.03375
6.633, -0.30088, 0.67512, -0.29071, -0.38441, -3.02637
6.650, -0.29664, 0.67512, -0.29071, -0.38441, -3.01874
6.667, -0.29228, 0.67512, -0.29071, -0.38441, -3.01084
6.683, -0.28783, 0.67512, -0.29071, -0.38441, -3.00270
6.700, -0.28327, 0.67512, -0.29071, -0.38441, -2.99432
6.717, -0.27863, 0.67512, -0.29071, -0.38441, -2.98571
6.733, -0.27391, 0.67512, -0.29071, -0.38441, -2.97687
6.750, -0.26913, 0.67512, -0.29071, -0.38441, -2.96782
