Time_(s), Base_Joint_Position_(rad), Shoulder_Joint_Position_(rad), Elbow_Joint_Position_(rad), Wrist_Pitch_Joint_Position_(rad), Wrist_Roll_Joint_Position_(rad)
16.240, -0.05449, 0.30449, -1.02168, 0.71719, 0.91266
16.260, -0.06049, 0.30449, -1.02168, 0.71719, 0.92674
16.280, -0.06649, 0.30449, -1.02168, 0.71719, 0.94082
16.300, -0.07249, 0.30449, -1.02168, 0.71719, 0.95490
16.320, -0.07849, 0.30449, -1.02168, 0.71719, 0.96898
16.340, -0.08449, 0.30449, -1.02168, 0.71719, 0.98306
16.360, -0.09049, 0.30449, -1.02168, 0.71719, 0.99714
16.380, -0.09649, 0.30449, -1.02168, 0.71719, 1.01122
16.400, -0.10249, 0.30449, -1.02168, 0.71719, 1.02531
16.420, -0.10849, 0.30449, -1.02168, 0.71719, 1.03939
16.440, -0.11449, 0.30449, -1.02168, 0.71719, 1.05347
16.460, -0.12049, 0.30449, -1.02168, 0.71719, 1.06755
16.480, -0.12649, 0.30449, -1.02168, 0.71719, 1.08163
16.500, -0.13249, 0.30449, -1.02168, 0.71719, 1.09571
16.520, -0.13849, 0.30449, -1.02168, 0.71719, 1.10979
16.540, -0.14449, 0.30449, -1.02168, 0.71719, 1.12387
16.560, -0.15049, 0.30449, -1.02168, 0.71719, 1.13795
16.580, -0.15649, 0.30449, -1.02168, 0.71719, 1.15201
16.600, -0.16249, 0.30449, -1.02168, 0.71719, 1.16605
16.620, -0.16849, 0.30449, -1.02168, 0.71719, 1.18005
16.640, -0.17449, 0.30449, -1.02168, 0.71719, 1.19400
16.660, -0.18049, 0.30449, -1.02168, 0.71719, 1.20787
16.680, -0.18649, 0.30449, -1.02168, 0.71719, 1.22166
16.700, -0.19249, 0.30449, -1.02168, 0.71719, 1.23535
16.720, -0.19849, 0.30449, -1.02168, 0.71719, 1.24893
16.740, -0.20449, 0.30449, -1.02168, 0.71719, 1.26238
16.760, -0.21049, 0.30449, -1.02168, 0.71719, 1.27569
16.780, -0.21649, 0.30449, -1.02168, 0.71719, 1.28884
16.800, -0.22249, 0.30449, -1.02168, 0.71719, 1.30182
16.820, -0.22849, 0.30449, -1.02168, 0.71719, 1.31462
16.840, -0.23449, 0.30449, -1.02168, 0.71719, 1.32723
16.860, -0.24049, 0.30449, -1.02168, 0.71719, 1.33961
16.880, -0.24648, 0.30449, -1.02168, 0.71719, 1.35178
16.900, -0.25245, 0.30449, -1.02168, 0.71719, 1.36370
16.920, -0.25838, 0.30449, -1.02168, 0.71719, 1.37536
16.940, -0.26426, 0.30449, -1.02168, 0.71719, 1.38676
16.960, -0.27007, 0.30449, -1.02168, 0.71719, 1.39787
16.980, -0.27579, 0.30449, -1.02168, 0.71719, 1.40868
17.000, -0.28140, 0.30449, -1.02168, 0.71719, 1.41918
17.020, -0.28690, 0.30449, -1.02168, 0.71719, 1.42935
17.040, -0.29227, 0.30449, -1.02168, 0.71719, 1.43918
17.060, -0.29748, 0.30449, -1.02168, 0.71719, 1.44866
17.080, -0.30253, 0.30449, -1.02168, 0.71719, 1.45776
17.100, -0.30743, 0.30449, -1.02168, 0.71719, 1.46648
17.120, -0.31216, 0.30449, -1.02168, 0.71719, 1.47481
17.140, -0.31674, 0.30449, -1.02168, 0.71719, 1.48274
17.160, -0.32115, 0.30449, -1.02168, 0.71719, 1.49027
17.180, -0.32540, 0.30449, -1.02168, 0.71719, 1.49741
17.200, -0.32950, 0.30449, -1.02168, 0.71719, 1.50415
17.220, -0.33343, 0.30449, -1.02168, 0.71719, 1.51049
17.240, -0.33721, 0.30449, -1.02168, 0.71719, 1.51643
17.260, -0.34082, 0.30449, -1.02168, 0.71719, 1.52198
17.280, -0.34427, 0.30449, -1.02168, 0.71719, 1.52714
17.300, -0.34757, 0.30449, -1.02168, 0.71719, 1.53192
17.320, -0.35070, 0.30449, -1.02168, 0.71719, 1.53634
17.340, -0.35367, 0.30449, -1.02168, 0.71719, 1.54042
17.360, -0.35649, 0.30449, -1.02168, 0.71719, 1.54415
17.380, -0.35914, 0.30449, -1.02168, 0.71719, 1.54757
17.400, -0.36164, 0.30449, -1.02168, 0.71719, 1.55068
17.420, -0.36397, 0.30449, -1.02168, 0.71719, 1.55350
17.440, -0.36614, 0.30449, -1.02168, 0.71719, 1.55605
17.460, -0.36816, 0.30449, -1.02168, 0.71719, 1.55833
17.480, -0.37001, 0.30449, -1.02168, 0.71719, 1.56036
17.500, -0.37171, 0.30449, -1.02168, 0.71719, 1.56216
17.520, -0.37324, 0.30449, -1.02168, 0.71719, 1.56374
17.540, -0.37461, 0.30449, -1.02168, 0.71719, 1.56512
17.560, -0.37583, 0.30449, -1.02168, 0.71719, 1.56630
17.580, -0.37688, 0.30449, -1.02168, 0.71719, 1.56731
17.600, -0.37777, 0.30449, -1.02168, 0.71719, 1.56815
17.620, -0.37851, 0.30449, -1.02168, 0.71719, 1.56885
17.640, -0.37910, 0.30449, -1.02168, 0.71719, 1.56941
17.660, -0.37956, 0.30449, -1.02168, 0.71719, 1.56985
17.680, -0.37991, 0.30449, -1.02168, 0.71719, 1.57019
17.700, -0.38016, 0.30449, -1.02168, 0.71719, 1.57043
17.720, -0.38033, 0.30449, -1.02168, 0.71719, 1.57060
17.740, -0.38043, 0.30449, -1.02168, 0.71719, 1.57071
17.760, -0.38049, 0.30449, -1.02168, 0.71719, 1.57077
17.780, -0.38051, 0.30449, -1.02168, 0.71719, 1.57079
17.800, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
17.820, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
17.840, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
17.860, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
17.880, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
17.900, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
17.920, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
17.940, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
17.960, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
17.980, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.000, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.020, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.040, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.060, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.080, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.100, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.120, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.140, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.160, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.180, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.200, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.220, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.240, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.260, -0.38051, 0.30449, -1.02168, 0.71720, 1.57080
18.280, -0.38051, 0.30449, -1.02168, 0.71720, 1.57080
18.300, -0.38051, 0.30449, -1.02168, 0.71720, 1.57080
18.320, -0.38051, 0.30449, -1.02168, 0.71720, 1.57080
18.340, -0.38051, 0.30449, -1.02168, 0.71720, 1.57080
18.360, -0.38051, 0.30449, -1.02168, 0.71720, 1.57079
18.380, -0.38051, 0.30449, -1.02168, 0.71720, 1.57079
18.400, -0.38051, 0.30449, -1.02168, 0.71720, 1.57079
18.420, -0.38051, 0.30449, -1.02168, 0.71720, 1.57079
18.440, -0.38051, 0.30449, -1.02168, 0.71720, 1.57079
18.460, -0.38051, 0.30449, -1.02168, 0.71720, 1.57079
18.480, -0.38051, 0.30449, -1.02168, 0.71720, 1.57079
18.500, -0.38051, 0.30449, -1.02168, 0.71720, 1.57079
18.520, -0.38051, 0.30449, -1.02168, 0.71720, 1.57079
18.540, -0.38051, 0.30449, -1.02168, 0.71720, 1.57079
18.560, -0.38051, 0.30449, -1.02168, 0.71720, 1.57079
18.580, -0.38051, 0.30449, -1.02168, 0.71720, 1.57079
18.600, -0.38051, 0.30449, -1.02168, 0.71720, 1.57079
18.620, -0.38051, 0.30449, -1.02168, 0.71720, 1.57079
18.640, -0.38051, 0.30449, -1.02168, 0.71720, 1.57079
18.660, -0.38051, 0.30449, -1.02168, 0.71719, 1.57079
18.680, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.700, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.720, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.740, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.760, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.780, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.800, -0.38051, 0.30449, -1.02168, 0.71719, 1.57080
18.820, -0.38051, 0.30449, -1.02167, 0.71718, 1.57081
18.840, -0.38051, 0.30450, -1.02165, 0.71716, 1.57085
18.860, -0.38051, 0.30452, -1.02159, 0.71710, 1.57095
18.880, -0.38051, 0.30455, -1.02148, 0.71700, 1.57113
18.900, -0.38051, 0.30460, -1.02130, 0.71685, 1.57142
18.920, -0.38051, 0.30468, -1.02103, 0.71662, 1.57183
18.940, -0.38051, 0.30478, -1.02066, 0.71631, 1.57240
18.960, -0.38051, 0.30492, -1.02018, 0.71590, 1.57314
18.980, -0.38051, 0.30509, -1.01957, 0.71539, 1.57408
19.000, -0.38051, 0.30530, -1.01881, 0.71476, 1.57525
19.020, -0.38051, 0.30556, -1.01789, 0.71399, 1.57667
19.040, -0.38051, 0.30587, -1.01678, 0.71307, 1.57835
19.060, -0.38051, 0.30623, -1.01548, 0.71200, 1.58034
19.080, -0.38051, 0.30665, -1.01397, 0.71075, 1.58264
19.100, -0.38051, 0.30714, -1.01223, 0.70932, 1.58529
19.120, -0.38051, 0.30769, -1.01024, 0.70769, 1.58831
19.140, -0.38051, 0.30831, -1.00799, 0.70586, 1.59172
19.160, -0.38051, 0.30901, -1.00548, 0.70379, 1.59555
19.180, -0.38051, 0.30979, -1.00267, 0.70150, 1.59981
19.200, -0.38051, 0.31065, -0.99960, 0.69895, 1.60454
19.220, -0.38051, 0.31160, -0.99624, 0.69614, 1.60976
19.240, -0.38051, 0.31264, -0.99259, 0.69306, 1.61549
19.260, -0.38051, 0.31379, -0.98868, 0.68969, 1.62175
19.280, -0.38051, 0.31503, -0.98448, 0.68602, 1.62857
19.300, -0.38051, 0.31638, -0.97999, 0.68203, 1.63596
19.320, -0.38051, 0.31784, -0.97524, 0.67773, 1.64390
19.340, -0.38051, 0.31942, -0.97023, 0.67308, 1.65239
19.360, -0.38051, 0.32112, -0.96497, 0.66808, 1.66145
19.380, -0.38051, 0.32293, -0.95948, 0.66272, 1.67107
19.400, -0.38051, 0.32486, -0.95378, 0.65699, 1.68125
19.420, -0.38051, 0.32691, -0.94788, 0.65089, 1.69197
19.440, -0.38051, 0.32907, -0.94181, 0.64443, 1.70322
19.460, -0.38051, 0.33135, -0.93557, 0.63760, 1.71497
19.480, -0.38051, 0.33376, -0.92918, 0.63039, 1.72720
19.500, -0.38051, 0.33627, -0.92267, 0.62282, 1.73987
19.520, -0.38051, 0.33891, -0.91603, 0.61489, 1.75298
19.540, -0.38051, 0.34167, -0.90929, 0.60658, 1.76649
19.560, -0.38051, 0.34454, -0.90248, 0.59792, 1.78038
19.580, -0.38051, 0.34753, -0.89559, 0.58890, 1.79463
19.600, -0.38051, 0.35063, -0.88865, 0.57955, 1.80920
19.620, -0.38051, 0.35384, -0.88168, 0.56988, 1.82409
19.640, -0.38051, 0.35716, -0.87468, 0.55990, 1.83926
19.660, -0.38051, 0.36058, -0.86768, 0.54963, 1.85470
19.680, -0.38051, 0.36410, -0.86068, 0.53907, 1.87037
19.700, -0.38051, 0.36771, -0.85368, 0.52824, 1.88625
19.720, -0.38051, 0.37140, -0.84668, 0.51715, 1.90232
19.740, -0.38051, 0.37518, -0.83968, 0.50581, 1.91855
19.760, -0.38051, 0.37904, -0.83268, 0.49425, 1.93493
19.780, -0.38051, 0.38298, -0.82568, 0.48246, 1.95142
19.800, -0.38051, 0.38698, -0.81868, 0.47047, 1.96801
19.820, -0.38051, 0.39105, -0.81168, 0.45828, 1.98466
19.840, -0.38051, 0.39518, -0.80468, 0.44591, 2.00136
19.860, -0.38051, 0.39937, -0.79768, 0.43337, 2.01809
19.880, -0.38051, 0.40362, -0.79068, 0.42068, 2.03481
19.900, -0.38051, 0.40791, -0.78368, 0.40784, 2.05153
19.920, -0.38051, 0.41224, -0.77668, 0.39488, 2.06826
19.940, -0.38051, 0.41662, -0.76968, 0.38179, 2.08498
19.960, -0.38051, 0.42103, -0.76268, 0.36860, 2.10170
19.980, -0.38051, 0.42547, -0.75568, 0.35532, 2.11843
20.000, -0.38051, 0.42994, -0.74868, 0.34196, 2.13515
20.020, -0.38051, 0.43444, -0.74168, 0.32854, 2.15187
20.040, -0.38051, 0.43895, -0.73468, 0.31506, 2.16860
20.060, -0.38051, 0.44347, -0.72768, 0.30154, 2.18532
20.080, -0.38051, 0.44800, -0.72068, 0.28799, 2.20204
20.100, -0.38051, 0.45254, -0.71368, 0.27443, 2.21877
20.120, -0.38051, 0.45708, -0.70668, 0.26086, 2.23549
20.140, -0.38051, 0.46162, -0.69968, 0.24729, 2.25222
20.160, -0.38051, 0.46616, -0.69268, 0.23373, 2.26894
20.180, -0.38051, 0.47070, -0.68568, 0.22016, 2.28566
20.200, -0.38051, 0.47524, -0.67868, 0.20659, 2.30239
20.220, -0.38051, 0.47978, -0.67168, 0.19303, 2.31911
20.240, -0.38051, 0.48432, -0.66468, 0.17946, 2.33583
20.260, -0.38051, 0.48886, -0.65768, 0.16589, 2.35256
20.280, -0.38051, 0.49339, -0.65068, 0.15233, 2.36928
20.300, -0.38051, 0.49793, -0.64368, 0.13876, 2.38600
20.320, -0.38051, 0.50247, -0.63668, 0.12519, 2.40273
20.340, -0.38051, 0.50701, -0.62968, 0.11163, 2.41945
20.360, -0.38051, 0.51155, -0.62268, 0.09806, 2.43617
20.380, -0.38051, 0.51609, -0.61568, 0.08449, 2.45290
20.400, -0.38051, 0.52063, -0.60868, 0.07093, 2.46962
20.420, -0.38051, 0.52517, -0.60168, 0.05736, 2.48635
20.440, -0.38051, 0.52971, -0.59468, 0.04380, 2.50307
20.460, -0.38051, 0.53424, -0.58768, 0.03025, 2.51979
20.480, -0.38051, 0.53877, -0.58068, 0.01673, 2.53652
20.500, -0.38051, 0.54329, -0.57368, 0.00326, 2.55324
20.520, -0.38051, 0.54779, -0.56668, -0.01016, 2.56996
20.540, -0.38051, 0.55227, -0.55968, -0.02352, 2.58669
20.560, -0.38051, 0.55672, -0.55268, -0.03679, 2.60341
20.580, -0.38051, 0.56115, -0.54568, -0.04997, 2.62013
20.600, -0.38051, 0.56554, -0.53868, -0.06305, 2.63686
20.620, -0.38051, 0.56989, -0.53168, -0.07601, 2.65358
20.640, -0.38051, 0.57420, -0.52468, -0.08883, 2.67030
20.660, -0.38051, 0.57847, -0.51768, -0.10152, 2.68703
20.680, -0.38051, 0.58268, -0.51068, -0.11404, 2.70375
20.700, -0.38051, 0.58684, -0.50368, -0.12640, 2.72046
20.720, -0.38051, 0.59093, -0.49668, -0.13857, 2.73714
20.740, -0.38051, 0.59497, -0.48968, -0.15055, 2.75376
20.760, -0.38051, 0.59893, -0.48268, -0.16232, 2.77030
20.780, -0.38051, 0.60282, -0.47568, -0.17387, 2.78673
20.800, -0.38051, 0.60663, -0.46868, -0.18519, 2.80303
20.820, -0.38051, 0.61037, -0.46168, -0.19626, 2.81917
20.840, -0.38051, 0.61401, -0.45468, -0.20707, 2.83514
20.860, -0.38051, 0.61757, -0.44768, -0.21761, 2.85090
20.880, -0.38051, 0.62103, -0.44068, -0.22786, 2.86644
20.900, -0.38051, 0.62439, -0.43368, -0.23782, 2.88173
20.920, -0.38051, 0.62765, -0.42670, -0.24747, 2.89674
20.940, -0.38051, 0.63080, -0.41974, -0.25679, 2.91146
20.960, -0.38051, 0.63384, -0.41283, -0.26578, 2.92585
20.980, -0.38051, 0.63676, -0.40598, -0.27442, 2.93990
21.000, -0.38051, 0.63956, -0.39921, -0.28270, 2.95358
21.020, -0.38051, 0.64225, -0.39253, -0.29061, 2.96687
21.040, -0.38051, 0.64481, -0.38596, -0.29815, 2.97973
21.060, -0.38051, 0.64726, -0.37951, -0.30533, 2.99216
21.080, -0.38051, 0.64960, -0.37321, -0.31213, 3.00412
21.100, -0.38051, 0.65181, -0.36706, -0.31857, 3.01558
21.120, -0.38051, 0.65391, -0.36109, -0.32464, 3.02654
21.140, -0.38051, 0.65589, -0.35530, -0.33035, 3.03696
21.160, -0.38051, 0.65775, -0.34973, -0.33568, 3.04682
21.180, -0.38051, 0.65949, -0.34437, -0.34065, 3.05612
21.200, -0.38051, 0.66112, -0.33925, -0.34527, 3.06486
21.220, -0.38051, 0.66263, -0.33438, -0.34956, 3.07305
21.240, -0.38051, 0.66403, -0.32978, -0.35352, 3.08067
21.260, -0.38051, 0.66531, -0.32546, -0.35716, 3.08774
21.280, -0.38051, 0.66650, -0.32142, -0.36051, 3.09424
21.300, -0.38051, 0.66758, -0.31767, -0.36357, 3.10020
21.320, -0.38051, 0.66857, -0.31419, -0.36636, 3.10564
21.340, -0.38051, 0.66947, -0.31099, -0.36889, 3.11058
21.360, -0.38051, 0.67029, -0.30807, -0.37117, 3.11504
21.380, -0.38051, 0.67102, -0.30543, -0.37322, 3.11906
21.400, -0.38051, 0.67167, -0.30307, -0.37504, 3.12264
21.420, -0.38051, 0.67225, -0.30098, -0.37665, 3.12583
21.440, -0.38051, 0.67276, -0.29913, -0.37807, 3.12864
21.460, -0.38051, 0.67321, -0.29753, -0.37930, 3.13109
21.480, -0.38051, 0.67359, -0.29614, -0.38037, 3.13321
21.500, -0.38051, 0.67393, -0.29495, -0.38127, 3.13502
21.520, -0.38051, 0.67420, -0.29395, -0.38203, 3.13656
21.540, -0.38051, 0.67444, -0.29312, -0.38265, 3.13783
21.560, -0.38051, 0.67462, -0.29245, -0.38316, 3.13887
21.580, -0.38051, 0.67478, -0.29191, -0.38355, 3.13969
21.600, -0.38051, 0.67489, -0.29150, -0.38386, 3.14033
21.620, -0.38051, 0.67498, -0.29120, -0.38408, 3.14081
21.640, -0.38051, 0.67504, -0.29098, -0.38423, 3.14115
21.660, -0.38051, 0.67508, -0.29084, -0.38433, 3.14137
21.680, -0.38051, 0.67510, -0.29076, -0.38438, 3.14150
21.700, -0.38051, 0.67512, -0.29072, -0.38440, 3.14157
21.720, -0.38051, 0.67512, -0.29071, -0.38441, 3.14159
21.740, -0.38051, 0.67512, -0.29071, -0.38441, 3.14159
21.760, -0.38051, 0.67512, -0.29071, -0.38441, 3.14159
21.780, -0.38051, 0.67512, -0.29071, -0.38441, 3.14159
21.800, -0.38051, 0.67512, -0.29071, -0.38441, 3.14159
21.820, -0.38051, 0.67512, -0.29071, -0.38441, 3.14159
21.840, -0.38051, 0.67512, -0.29071, -0.38441, 3.14159
21.860, -0.38051, 0.67512, -0.29071, -0.38441, 3.14159
21.880, -0.38051, 0.67512, -0.29071, -0.38441, 3.14159
21.900, -0.38051, 0.67512, -0.29071, -0.38441, 3.14159
21.920, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
21.940, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
21.960, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
21.980, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
22.000, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
22.020, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
22.040, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
22.060, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
22.080, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
22.100, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.120, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.140, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.160, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.180, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.200, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.220, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.240, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.260, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.280, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.300, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.320, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.340, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.360, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.380, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.400, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.420, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.440, -0.38051, 0.67512, -0.29071, -0.38440, 3.14160
22.460, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
22.480, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
22.500, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
22.520, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
22.540, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
22.560, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
22.580, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
22.600, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
22.620, -0.38051, 0.67512, -0.29071, -0.38441, 3.14160
22.640, -0.38051, 0.67512, -0.29071, -0.38441, 3.14159
22.660, -0.38051, 0.67512, -0.29071, -0.38441, 3.14159
22.680, -0.38051, 0.67512, -0.29071, -0.38441, 3.14159
22.700, -0.38051, 0.67512, -0.29071, -0.38441, 3.14159
22.720, -0.38051, 0.67512, -0.29071, -0.38441, 3.14159
22.740, -0.38051, 0.67512, -0.29071, -0.38441, 3.14159
22.760, -0.38051, 0.67513, -0.29072, -0.38442, 3.14157
22.780, -0.38050, 0.67518, -0.29076, -0.38443, 3.14150
22.800, -0.38049, 0.67526, -0.29084, -0.38445, 3.14137
22.820, -0.38048, 0.67541, -0.29097, -0.38448, 3.14116
22.840, -0.38046, 0.67563, -0.29117, -0.38453, 3.14083
22.860, -0.38043, 0.67594, -0.29145, -0.38460, 3.14037
22.880, -0.38038, 0.67636, -0.29184, -0.38469, 3.13975
22.900, -0.38033, 0.67690, -0.29233, -0.38480, 3.13896
22.920, -0.38026, 0.67759, -0.29295, -0.38494, 3.13797
22.940, -0.38018, 0.67843, -0.29371, -0.38511, 3.13675
22.960, -0.38008, 0.67944, -0.29463, -0.38532, 3.13529
22.980, -0.37997, 0.68065, -0.29572, -0.38556, 3.13356
23.000, -0.37984, 0.68205, -0.29700, -0.38584, 3.13154
23.020, -0.37968, 0.68367, -0.29847, -0.38617, 3.12921
23.040, -0.37950, 0.68554, -0.30016, -0.38654, 3.12654
23.060, -0.37930, 0.68765, -0.30207, -0.38695, 3.12351
23.080, -0.37908, 0.69003, -0.30423, -0.38742, 3.12010
23.100, -0.37883, 0.69269, -0.30664, -0.38795, 3.11629
23.120, -0.37855, 0.69563, -0.30932, -0.38853, 3.11205
23.140, -0.37824, 0.69885, -0.31226, -0.38917, 3.10736
23.160, -0.37790, 0.70235, -0.31546, -0.38988, 3.10220
23.180, -0.37753, 0.70613, -0.31892, -0.39065, 3.09655
23.200, -0.37713, 0.71019, -0.32265, -0.39149, 3.09038
23.220, -0.37669, 0.71453, -0.32663, -0.39240, 3.08368
23.240, -0.37622, 0.71915, -0.33088, -0.39339, 3.07644
23.260, -0.37572, 0.72404, -0.33539, -0.39445, 3.06866
23.280, -0.37519, 0.72918, -0.34015, -0.39560, 3.06035
23.300, -0.37462, 0.73455, -0.34514, -0.39683, 3.05149
23.320, -0.37403, 0.74015, -0.35035, -0.39815, 3.04210
23.340, -0.37340, 0.74594, -0.35577, -0.39956, 3.03217
23.360, -0.37273, 0.75193, -0.36138, -0.40106, 3.02172
23.380, -0.37204, 0.75809, -0.36716, -0.40266, 3.01075
23.400, -0.37131, 0.76440, -0.37311, -0.40436, 2.99931
23.420, -0.37055, 0.77086, -0.37920, -0.40616, 2.98740
23.440, -0.36976, 0.77744, -0.38543, -0.40806, 2.97505
23.460, -0.36893, 0.78413, -0.39177, -0.41008, 2.96229
23.480, -0.36808, 0.79090, -0.39822, -0.41220, 2.94913
23.500, -0.36719, 0.79776, -0.40476, -0.41444, 2.93560
23.520, -0.36626, 0.80467, -0.41137, -0.41679, 2.92173
23.540, -0.36531, 0.81163, -0.41805, -0.41927, 2.90753
23.560, -0.36432, 0.81862, -0.42477, -0.42187, 2.89302
23.580, -0.36330, 0.82562, -0.43152, -0.42459, 2.87823
23.600, -0.36225, 0.83262, -0.43829, -0.42744, 2.86319
23.620, -0.36117, 0.83962, -0.44506, -0.43043, 2.84791
23.640, -0.36005, 0.84662, -0.45183, -0.43355, 2.83242
23.660, -0.35890, 0.85362, -0.45860, -0.43680, 2.81673
23.680, -0.35772, 0.86062, -0.46537, -0.44020, 2.80088
23.700, -0.35651, 0.86762, -0.47215, -0.44374, 2.78489
23.720, -0.35526, 0.87462, -0.47892, -0.44741, 2.76877
23.740, -0.35398, 0.88162, -0.48569, -0.45123, 2.75255
23.760, -0.35267, 0.88862, -0.49246, -0.45518, 2.73625
23.780, -0.35133, 0.89562, -0.49923, -0.45928, 2.71990
23.800, -0.34995, 0.90262, -0.50601, -0.46351, 2.70351
23.820, -0.34854, 0.90962, -0.51278, -0.46788, 2.68712
23.840, -0.34710, 0.91662, -0.51955, -0.47240, 2.67072
23.860, -0.34563, 0.92362, -0.52632, -0.47705, 2.65433
23.880, -0.34412, 0.93062, -0.53309, -0.48184, 2.63793
23.900, -0.34259, 0.93762, -0.53987, -0.48677, 2.62154
23.920, -0.34102, 0.94462, -0.54664, -0.49184, 2.60514
23.940, -0.33941, 0.95162, -0.55341, -0.49705, 2.58875
23.960, -0.33778, 0.95862, -0.56018, -0.50239, 2.57235
23.980, -0.33611, 0.96562, -0.56695, -0.50787, 2.55596
24.000, -0.33441, 0.97262, -0.57373, -0.51348, 2.53956
24.020, -0.33268, 0.97962, -0.58050, -0.51921, 2.52317
24.040, -0.33091, 0.98662, -0.58727, -0.52507, 2.50677
24.060, -0.32912, 0.99362, -0.59404, -0.53104, 2.49038
24.080, -0.32729, 1.00062, -0.60081, -0.53714, 2.47398
24.100, -0.32542, 1.00762, -0.60758, -0.54334, 2.45759
24.120, -0.32353, 1.01462, -0.61436, -0.54966, 2.44119
24.140, -0.32160, 1.02162, -0.62113, -0.55609, 2.42480
24.160, -0.31964, 1.02862, -0.62790, -0.56263, 2.40840
24.180, -0.31765, 1.03562, -0.63467, -0.56926, 2.39201
24.200, -0.31563, 1.04262, -0.64144, -0.57600, 2.37561
24.220, -0.31357, 1.04962, -0.64822, -0.58283, 2.35922
24.240, -0.31148, 1.05662, -0.65499, -0.58976, 2.34282
24.260, -0.30936, 1.06362, -0.66176, -0.59678, 2.32643
24.280, -0.30721, 1.07062, -0.66853, -0.60388, 2.31003
24.300, -0.30502, 1.07762, -0.67530, -0.61107, 2.29364
24.320, -0.30280, 1.08462, -0.68208, -0.61834, 2.27724
24.340, -0.30055, 1.09162, -0.68885, -0.62569, 2.26085
24.360, -0.29827, 1.09862, -0.69562, -0.63312, 2.24445
24.380, -0.29595, 1.10562, -0.70239, -0.64061, 2.22806
